us	10	15	20	25	30	35	40	45	50	55	60	65	70	75	80	85	90
2	0.00554687	0.006875	0.00609375	0.005	0.00601562	0.00523437	0.00492187	0.00820312	0.00570312	0.00554687	0.005625	0.00632813	0.00695312	0.00507812	0.00734375	0.00578125	0.0065625
2.0004	0.00554687	0.008125	0.00664062	0.00421875	0.00484375	0.00601562	0.00570312	0.00765625	0.00570312	0.00601562	0.0053125	0.00625	0.0078125	0.00546875	0.006875	0.00476562	0.00671875
2.0008	0.004375	0.00710937	0.0053125	0.0053125	0.00578125	0.00570312	0.00523437	0.00625	0.00523437	0.00515625	0.0065625	0.00617187	0.0075	0.00609375	0.00695312	0.00421875	0.00679687
2.0012	0.00484375	0.006875	0.0053125	0.00484375	0.0065625	0.0059375	0.00390625	0.00648437	0.00484375	0.00445312	0.00554687	0.0059375	0.00632813	0.0071875	0.00679687	0.00421875	0.005
2.0016	0.005625	0.0059375	0.00664062	0.00539062	0.00601562	0.00726562	0.00585938	0.00601562	0.0075	0.00492187	0.00539062	0.00546875	0.00570312	0.005625	0.00789062	0.00507812	0.005625
2.002	0.00585938	0.00679687	0.00515625	0.00476562	0.00625	0.00539062	0.00617187	0.00679687	0.00679687	0.00617187	0.0046875	0.00703125	0.00632813	0.005	0.00773437	0.005	0.00664062
2.0024	0.00546875	0.005	0.00609375	0.0053125	0.00484375	0.0065625	0.00507812	0.00539062	0.00710937	0.0053125	0.00476562	0.00515625	0.00539062	0.005625	0.00609375	0.0040625	0.00554687
2.0028	0.00585938	0.0071875	0.00601562	0.00476562	0.0071875	0.00640625	0.006875	0.0065625	0.00578125	0.00609375	0.00609375	0.00492187	0.00585938	0.00578125	0.00703125	0.00460938	0.00632813
2.0032	0.00632813	0.0078125	0.00664062	0.00585938	0.0059375	0.00664062	0.0053125	0.0065625	0.00429687	0.00648437	0.006875	0.00617187	0.00570312	0.00601562	0.00765625	0.00515625	0.0075
2.0036	0.00679687	0.00632813	0.00617187	0.00515625	0.005	0.00601562	0.00648437	0.00625	0.00601562	0.00585938	0.00609375	0.00664062	0.00679687	0.00523437	0.00664062	0.0065625	0.006875
2.004	0.0065625	0.006875	0.00632813	0.0053125	0.00484375	0.00695312	0.00671875	0.00820312	0.00757812	0.00546875	0.00609375	0.00625	0.00617187	0.00578125	0.0071875	0.00703125	0.00710937
2.0044	0.00515625	0.00546875	0.00460938	0.00640625	0.00515625	0.00609375	0.00671875	0.0065625	0.00671875	0.005	0.00554687	0.00578125	0.00601562	0.00476562	0.006875	0.00476562	0.006875
2.0048	0.00578125	0.00601562	0.00414063	0.0040625	0.00398437	0.005	0.0065625	0.0046875	0.00445312	0.00554687	0.005625	0.00625	0.00601562	0.005	0.0046875	0.004375	0.00507812
2.0052	0.00640625	0.00492187	0.00578125	0.00539062	0.0065625	0.00632813	0.00671875	0.00484375	0.00585938	0.00515625	0.00664062	0.00632813	0.00804688	0.0053125	0.00640625	0.00382812	0.00585938
2.0056	0.00539062	0.00710937	0.00664062	0.00617187	0.00632813	0.0059375	0.00632813	0.00679687	0.00601562	0.00492187	0.0065625	0.00695312	0.0075	0.00625	0.00640625	0.0065625	0.00695312
2.006	0.00484375	0.00539062	0.00523437	0.00609375	0.004375	0.00484375	0.00648437	0.0084375	0.005625	0.00570312	0.00523437	0.00625	0.00585938	0.00578125	0.00554687	0.00515625	0.00695312
2.0064	0.0071875	0.00484375	0.00601562	0.00523437	0.00648437	0.00445312	0.00554687	0.0059375	0.00445312	0.005	0.005625	0.005625	0.0059375	0.00710937	0.0071875	0.00578125	0.0065625
2.0068	0.006875	0.006875	0.0071875	0.00625	0.00570312	0.00648437	0.00632813	0.00640625	0.0059375	0.00625	0.00632813	0.00601562	0.006875	0.00664062	0.00617187	0.00640625	0.00734375
2.0072	0.00601562	0.0075	0.00648437	0.00695312	0.005625	0.005625	0.00609375	0.00625	0.00632813	0.00539062	0.00585938	0.0059375	0.00820312	0.00585938	0.00757812	0.00585938	0.00703125
2.0076	0.00578125	0.00640625	0.005625	0.00585938	0.00523437	0.00609375	0.00570312	0.00664062	0.00609375	0.0053125	0.00609375	0.00695312	0.00609375	0.0046875	0.00695312	0.0053125	0.00585938
2.008	0.00476562	0.00601562	0.00484375	0.00539062	0.00390625	0.00429687	0.00609375	0.00601562	0.00515625	0.00390625	0.00523437	0.0059375	0.0053125	0.00492187	0.0065625	0.00445312	0.0059375
2.0084	0.00554687	0.00640625	0.00570312	0.0059375	0.00648437	0.0053125	0.00671875	0.00734375	0.00460938	0.00640625	0.00601562	0.0059375	0.00609375	0.00601562	0.0071875	0.004375	0.00734375
2.0088	0.00578125	0.00679687	0.00625	0.0059375	0.00703125	0.00640625	0.00601562	0.00625	0.00585938	0.00609375	0.00703125	0.00734375	0.00609375	0.00625	0.00765625	0.00507812	0.00773437
2.0092	0.00515625	0.00625	0.00515625	0.00390625	0.00609375	0.00617187	0.00515625	0.00664062	0.006875	0.005625	0.00515625	0.0065625	0.0059375	0.0071875	0.00648437	0.00460938	0.00703125
2.0096	0.00632813	0.00703125	0.00609375	0.00539062	0.00648437	0.0053125	0.006875	0.00765625	0.00648437	0.00609375	0.00578125	0.00515625	0.00664062	0.0053125	0.00828125	0.0075	0.00609375
2.01	0.00664062	0.00640625	0.00554687	0.00578125	0.00585938	0.00554687	0.00734375	0.00742187	0.00484375	0.00609375	0.00609375	0.00484375	0.00609375	0.00601562	0.00945312	0.00632813	0.00546875
2.0104	0.00539062	0.00546875	0.00414063	0.00640625	0.00359375	0.00515625	0.00445312	0.00570312	0.00492187	0.0040625	0.00539062	0.00570312	0.00320312	0.00429687	0.005625	0.00359375	0.00640625
2.0108	0.00710937	0.00671875	0.00523437	0.00734375	0.00601562	0.0065625	0.00648437	0.00804688	0.0065625	0.00617187	0.00734375	0.0071875	0.00757812	0.00617187	0.00890625	0.00554687	0.0075
2.0112	0.0065625	0.00734375	0.00570312	0.00632813	0.00554687	0.0053125	0.00507812	0.0075	0.00757812	0.00679687	0.00679687	0.00796875	0.00671875	0.00648437	0.00664062	0.00421875	0.00664062
